timestamp,solar_irradiance,wind_speed,temperature,cloud_cover,solar_kw,wind_kw
2025-03-15 23:00:00,0.0,4.4,20.28,89.75,0.0,0.9859259259259262
2025-03-16 00:00:00,0.0,4.77,19.64,96.27,0.0,1.2561496874999998
2025-03-16 01:00:00,0.0,4.73,19.01,99.43,0.0,1.2248126967592596
2025-03-16 02:00:00,0.0,4.46,18.48,28.5,0.0,1.0268117592592594
2025-03-16 03:00:00,0.0,4.09,17.96,99.11,0.0,0.7918741782407406
2025-03-16 04:00:00,0.0,3.77,17.53,99.69,0.0,0.620169363425926
2025-03-16 05:00:00,0.0,3.48,17.14,99.87,0.0,0.48777999999999994
2025-03-16 06:00:00,28.38,4.02,17.99,72.52,2.2704,0.7519074999999997
2025-03-16 07:00:00,189.43,4.28,20.78,45.71,15.154400000000003,0.9074392592592594
2025-03-16 08:00:00,429.02,4.23,25.34,20.93,34.3216,0.8760065625000003
2025-03-16 09:00:00,655.7,3.95,28.44,1.51,52.45600000000001,0.713308738425926
2025-03-16 10:00:00,804.67,3.68,30.34,2.17,64.3736,0.5768059259259259
2025-03-16 11:00:00,875.75,4.0,31.59,2.84,70.06,0.7407407407407407
2025-03-16 12:00:00,854.97,4.65,32.26,22.57,68.3976,1.1637109375000003
2025-03-16 13:00:00,761.62,5.24,32.35,30.32,60.92959999999999,1.6652525925925925
2025-03-16 14:00:00,572.72,5.53,31.92,60.71,45.8176,1.9573191782407409
2025-03-16 15:00:00,408.45,5.53,31.01,54.97,32.676,1.9573191782407409
2025-03-16 16:00:00,195.18,5.4,29.63,67.84,15.614400000000002,1.8225000000000002
2025-03-16 17:00:00,47.58,4.04,27.1,81.12,3.8064,0.763185925925926
2025-03-16 18:00:00,0.0,3.87,24.44,92.85,0.0,0.6708403125000001
2025-03-16 19:00:00,0.0,4.55,23.68,99.15,0.0,1.0902358217592591
2025-03-16 20:00:00,0.0,4.71,22.85,99.59,0.0,1.2093415625
2025-03-16 21:00:00,0.0,4.6,22.04,99.86,0.0,1.126574074074074
2025-03-16 22:00:00,0.0,4.41,21.26,99.63,0.0,0.9926634375000001
2025-03-16 23:00:00,0.0,4.32,20.71,99.37,0.0,0.9331200000000001
2025-03-17 00:00:00,0.0,4.21,20.3,99.27,0.0,0.8636395949074073
2025-03-17 01:00:00,0.0,4.1,19.9,89.18,0.0,0.797696759259259
2025-03-17 02:00:00,0.0,3.75,19.33,99.76,0.0,0.6103515625
2025-03-17 03:00:00,0.0,3.34,18.69,99.73,0.0,0.43124657407407396
2025-03-17 04:00:00,0.0,2.97,18.15,99.63,0.0,0.0
2025-03-17 05:00:00,0.0,2.69,17.31,99.75,0.0,0.0
2025-03-17 06:00:00,28.92,2.52,18.04,63.1,2.3136000000000005,0.0
2025-03-17 07:00:00,218.43,2.84,21.4,24.35,17.4744,0.0
2025-03-17 08:00:00,482.23,3.35,25.78,0.5,38.5784,0.43513165509259266
2025-03-17 09:00:00,686.55,4.77,28.43,1.18,54.92400000000001,1.2561496874999998
2025-03-17 10:00:00,836.28,5.03,29.72,1.86,66.9024,1.472957488425926
2025-03-17 11:00:00,920.83,5.14,30.68,2.54,73.6664,1.5717215740740738
2025-03-17 12:00:00,933.15,5.25,31.28,3.22,74.652,1.6748046875
2025-03-17 13:00:00,878.95,5.32,31.45,0.5,70.316,1.7426940740740746
2025-03-17 14:00:00,743.33,5.26,31.15,0.51,59.4664,1.6843932407407405
2025-03-17 15:00:00,549.5,5.06,30.44,0.51,43.96,1.4994700925925921
2025-03-17 16:00:00,298.17,4.72,29.17,33.21,23.8536,1.2170607407407406
2025-03-17 17:00:00,73.72,2.96,25.8,66.12,5.8976,0.0
2025-03-17 18:00:00,0.0,3.1,22.4,100.0,0.0,0.3448032407407408
2025-03-17 19:00:00,0.0,3.16,21.42,100.0,0.0,0.36521407407407414
2025-03-17 20:00:00,0.0,3.15,20.5,99.99,0.0,0.36175781249999994
2025-03-17 21:00:00,0.0,3.16,19.64,99.98,0.0,0.36521407407407414
2025-03-17 22:00:00,0.0,3.22,18.88,99.97,0.0,0.3864149074074075
2025-03-17 23:00:00,0.0,3.26,18.19,99.89,0.0,0.40099509259259253
2025-03-18 00:00:00,0.0,3.14,18.06,99.98,0.0,0.358323425925926
2025-03-18 01:00:00,0.0,3.09,17.09,69.06,0.0,0.34147718749999995
2025-03-18 02:00:00,0.0,2.88,17.22,99.43,0.0,0.0
2025-03-18 03:00:00,0.0,2.73,16.52,99.98,0.0,0.0
2025-03-18 04:00:00,0.0,2.44,16.33,99.94,0.0,0.0
2025-03-18 05:00:00,0.0,2.15,16.4,99.81,0.0,0.0
2025-03-18 06:00:00,37.67,1.73,17.5,67.41,3.0136000000000003,0.0
2025-03-18 07:00:00,243.77,1.65,21.22,35.42,19.501600000000003,0.0
2025-03-18 08:00:00,503.45,1.51,25.37,7.71,40.276,0.0
2025-03-18 09:00:00,708.67,2.72,28.62,7.53,56.693599999999996,0.0
2025-03-18 10:00:00,863.62,2.93,30.24,4.36,69.0896,0.0
2025-03-18 11:00:00,955.5,3.0,31.5,2.18,76.44,0.3125
2025-03-18 12:00:00,965.15,3.06,32.34,0.0,77.212,0.3316275000000001
2025-03-18 13:00:00,866.2,3.21,32.73,15.7,69.296,0.38282593749999994
2025-03-18 14:00:00,706.38,3.38,32.52,31.39,56.510400000000004,0.4469267592592593
2025-03-18 15:00:00,498.52,3.44,31.8,47.62,39.8816,0.4711525925925925
2025-03-18 16:00:00,267.8,3.46,30.48,64.06,21.424000000000007,0.4794182407407407
2025-03-18 17:00:00,66.4,2.53,26.4,81.06,5.312,0.0
2025-03-18 18:00:00,0.0,3.11,22.84,99.93,0.0,0.34815082175925927
2025-03-18 19:00:00,0.0,3.32,21.69,99.98,0.0,0.4235459259259259
2025-03-18 20:00:00,0.0,3.41,20.74,99.97,0.0,0.458933113425926
2025-03-18 21:00:00,0.0,3.43,19.85,99.96,0.0,0.4670556365740741
2025-03-18 22:00:00,0.0,3.41,19.07,99.96,0.0,0.458933113425926
2025-03-18 23:00:00,0.0,3.41,18.38,99.97,0.0,0.458933113425926
2025-03-19 00:00:00,0.0,3.39,17.77,99.75,0.0,0.4509053125000001
2025-03-19 01:00:00,0.0,3.36,17.21,73.73,0.0,0.43903999999999993
2025-03-19 02:00:00,0.0,3.31,16.72,99.23,0.0,0.4197302199074074
2025-03-19 03:00:00,0.0,3.24,16.28,99.83,0.0,0.39366000000000007
2025-03-19 04:00:00,0.0,3.16,15.93,99.98,0.0,0.36521407407407414
2025-03-19 05:00:00,0.0,3.13,15.61,99.95,0.0,0.3549108449074074
2025-03-19 06:00:00,37.83,2.86,16.89,83.3,3.0263999999999998,0.0
2025-03-19 07:00:00,222.75,3.74,21.5,69.1,17.82,0.6054817592592594
2025-03-19 08:00:00,454.2,3.76,25.74,55.44,36.336000000000006,0.6152474074074074
2025-03-19 09:00:00,667.55,3.59,29.65,41.57,53.403999999999996,0.5355124884259258
2025-03-19 10:00:00,829.3,2.66,31.75,27.79,66.344,0.0
2025-03-19 11:00:00,918.08,2.05,33.1,14.1,73.44640000000001,0.0
2025-03-19 12:00:00,943.2,1.71,33.86,0.01,75.456,0.0
2025-03-19 13:00:00,850.65,1.52,34.13,16.42,68.052,0.0
2025-03-19 14:00:00,694.38,1.35,33.9,32.63,55.5504,0.0
2025-03-19 15:00:00,489.83,1.27,33.23,48.94,39.1864,0.0
2025-03-19 16:00:00,262.77,1.47,32.05,65.56,21.021600000000003,0.0
2025-03-19 17:00:00,67.5,1.79,28.39,82.57,5.4,0.0
2025-03-19 18:00:00,0.0,2.88,24.81,99.97,0.0,0.0
2025-03-19 19:00:00,0.0,3.53,23.56,99.95,0.0,0.5091085300925925
2025-03-19 20:00:00,0.0,3.91,22.94,99.92,0.0,0.6918573032407409
2025-03-19 21:00:00,0.0,4.21,22.27,99.92,0.0,0.8636395949074073
2025-03-19 22:00:00,0.0,4.27,21.47,99.93,0.0,0.9010935532407405
2025-03-19 23:00:00,0.0,4.14,20.64,98.77,0.0,0.8212724999999998
2025-03-20 00:00:00,0.0,3.95,19.92,84.51,0.0,0.713308738425926
2025-03-20 01:00:00,0.0,3.82,19.72,99.5,0.0,0.6451732407407407
2025-03-20 02:00:00,0.0,3.7,19.29,88.72,0.0,0.5862615740740741
2025-03-20 03:00:00,0.0,3.65,18.83,99.51,0.0,0.5628139467592592
2025-03-20 04:00:00,0.0,3.67,18.4,99.61,0.0,0.5721164699074074
2025-03-20 05:00:00,0.0,3.6,17.95,99.63,0.0,0.54
2025-03-20 06:00:00,31.5,4.09,18.79,94.94,2.52,0.7918741782407406
2025-03-20 07:00:00,166.45,4.78,21.36,91.3,13.316,1.2640665740740742
2025-03-20 08:00:00,332.85,4.6,25.53,87.92,26.628000000000004,1.126574074074074
2025-03-20 09:00:00,577.85,5.31,29.91,50.11,46.228,1.7328853124999999
2025-03-20 10:00:00,738.7,4.75,32.05,43.22,59.096000000000004,1.2404152199074074
2025-03-20 11:00:00,752.15,4.13,33.35,60.51,60.172000000000004,0.815335613425926
2025-03-20 12:00:00,771.9,3.54,33.98,57.86,61.752,0.5134475000000001
2025-03-20 13:00:00,530.25,3.02,34.11,75.79,42.42,0.31879175925925923
2025-03-20 14:00:00,525.85,2.67,33.68,71.73,42.068000000000005,0.0
2025-03-20 15:00:00,329.75,2.57,32.89,78.12,26.380000000000003,0.0
2025-03-20 16:00:00,175.05,2.62,31.7,84.13,14.004000000000003,0.0
2025-03-20 17:00:00,41.95,2.13,28.43,92.44,3.3560000000000003,0.0
2025-03-20 18:00:00,0.0,2.82,25.75,99.41,0.0,0.0
2025-03-20 19:00:00,0.0,3.19,25.13,99.24,0.0,0.3757148032407408
2025-03-20 20:00:00,0.0,3.55,24.67,99.28,0.0,0.5178110532407407
2025-03-20 21:00:00,0.0,3.87,23.73,98.49,0.0,0.6708403125000001
2025-03-20 22:00:00,0.0,4.09,22.62,98.47,0.0,0.7918741782407406
2025-03-20 23:00:00,0.0,4.17,21.71,99.54,0.0,0.8392559374999999
2025-03-21 00:00:00,0.0,4.1,20.96,99.1,0.0,0.797696759259259
2025-03-21 01:00:00,0.0,3.97,20.35,99.4,0.0,0.7241987615740741
2025-03-21 02:00:00,0.0,3.75,19.81,86.08,0.0,0.6103515625
2025-03-21 03:00:00,0.0,3.45,19.19,99.55,0.0,0.4752734375000001
2025-03-21 04:00:00,0.0,3.25,18.67,99.64,0.0,0.39731626157407407
2025-03-21 05:00:00,0.0,3.23,18.76,99.49,0.0,0.39002623842592593
2025-03-21 06:00:00,32.62,3.72,19.86,65.81,2.6096,0.5958200000000001
2025-03-21 07:00:00,190.52,4.02,22.42,35.52,15.241600000000004,0.7519074999999997
2025-03-21 08:00:00,420.55,3.2,25.96,4.08,33.644000000000005,0.3792592592592593
2025-03-21 09:00:00,619.7,2.66,28.75,13.21,49.57600000000001,0.0
2025-03-21 10:00:00,765.12,2.14,30.44,6.65,61.2096,0.0
2025-03-21 11:00:00,881.03,1.8,31.83,4.02,70.4824,0.0
2025-03-21 12:00:00,895.22,1.97,33.03,1.01,71.61760000000001,0.0
2025-03-21 13:00:00,826.17,2.44,33.82,0.77,66.0936,0.0
2025-03-21 14:00:00,684.7,2.88,33.94,4.2,54.77600000000001,0.0
2025-03-21 15:00:00,489.95,3.34,33.4,8.09,39.196,0.43124657407407396
2025-03-21 16:00:00,239.68,3.73,32.22,36.31,19.174400000000002,0.6006379282407407
2025-03-21 17:00:00,55.5,2.74,28.55,67.36,4.44,0.0
2025-03-21 18:00:00,0.0,3.16,25.01,99.85,0.0,0.36521407407407414
2025-03-21 19:00:00,0.0,3.43,23.88,99.94,0.0,0.4670556365740741
2025-03-21 20:00:00,0.0,3.53,22.98,99.84,0.0,0.5091085300925925
2025-03-21 21:00:00,0.0,3.42,22.12,99.85,0.0,0.4629824999999999
2025-03-21 22:00:00,0.0,3.16,21.36,99.93,0.0,0.36521407407407414
2025-03-21 23:00:00,0.0,2.88,20.89,99.92,0.0,0.0
2025-03-22 00:00:00,0.0,2.5,20.79,99.94,0.0,0.0
2025-03-22 01:00:00,0.0,2.09,20.97,77.66,0.0,0.0
2025-03-22 02:00:00,0.0,1.69,21.09,86.89,0.0,0.0
2025-03-22 03:00:00,0.0,1.35,20.79,99.97,0.0,0.0
2025-03-22 04:00:00,0.0,1.24,20.5,99.99,0.0,0.0
2025-03-22 05:00:00,0.0,1.32,19.61,99.97,0.0,0.0
2025-03-22 06:00:00,41.67,1.61,19.47,84.59,3.3336,0.0
2025-03-22 07:00:00,240.98,2.45,22.51,68.55,19.2784,0.0
2025-03-22 08:00:00,463.48,2.74,26.67,56.55,37.0784,0.0
2025-03-22 09:00:00,676.53,3.84,31.16,43.08,54.1224,0.6553599999999998
2025-03-22 10:00:00,838.92,4.64,33.04,29.6,67.1136,1.1562192592592588
2025-03-22 11:00:00,936.7,5.6,34.18,15.89,74.93600000000002,2.032592592592592
2025-03-22 12:00:00,956.55,6.63,34.75,2.01,76.52399999999999,3.3730815625
2025-03-22 13:00:00,885.0,7.41,34.77,3.96,70.8,4.7091321875
2025-03-22 14:00:00,753.67,7.55,34.3,1.01,60.2936,4.981121238425925
2025-03-22 15:00:00,537.92,7.12,33.46,25.0,43.0336,4.177594074074075
2025-03-22 16:00:00,297.67,6.46,32.1,49.43,23.8136,3.1202099074074074
2025-03-22 17:00:00,80.07,4.15,28.79,74.37,6.4056,0.8272381365740743
2025-03-22 18:00:00,0.0,3.75,24.85,100.0,0.0,0.6103515625
2025-03-22 19:00:00,0.0,3.9,23.7,100.0,0.0,0.6865624999999999
2025-03-22 20:00:00,0.0,3.84,22.56,99.99,0.0,0.6553599999999998
2025-03-22 21:00:00,0.0,3.7,21.4,100.0,0.0,0.5862615740740741
2025-03-22 22:00:00,0.0,3.57,20.35,100.0,0.0,0.5266121874999999
2025-03-22 23:00:00,0.0,3.45,19.4,99.99,0.0,0.4752734375000001
2025-03-23 00:00:00,0.0,3.34,18.56,99.98,0.0,0.43124657407407396
2025-03-23 01:00:00,0.0,3.22,17.82,64.21,0.0,0.3864149074074075
2025-03-23 02:00:00,0.0,3.05,17.21,52.24,0.0,0.3283868634259258
2025-03-23 03:00:00,0.0,2.91,16.72,96.97,0.0,0.0
2025-03-23 04:00:00,0.0,2.86,16.22,93.07,0.0,0.0
2025-03-23 05:00:00,0.0,2.87,15.69,98.44,0.0,0.0
2025-03-23 06:00:00,45.95,2.61,17.0,82.54,3.6760000000000006,0.0
2025-03-23 07:00:00,218.5,3.49,21.37,68.9,17.48,0.49199709490740756
2025-03-23 08:00:00,423.58,3.15,25.54,55.12,33.8864,0.36175781249999994
2025-03-23 09:00:00,624.28,2.59,30.6,41.41,49.9424,0.0
2025-03-23 10:00:00,797.2,0.77,32.96,27.76,63.776,0.0
2025-03-23 11:00:00,917.0,0.24,34.45,14.15,73.36,0.0
2025-03-23 12:00:00,978.55,0.82,35.42,0.22,78.28399999999999,0.0
2025-03-23 13:00:00,878.25,1.39,35.85,16.37,70.26,0.0
2025-03-23 14:00:00,709.62,1.87,35.64,31.8,56.769600000000004,0.0
2025-03-23 15:00:00,492.2,2.25,34.98,46.98,39.376000000000005,0.0
2025-03-23 16:00:00,255.45,2.41,33.74,62.14,20.436000000000003,0.0
2025-03-23 17:00:00,63.9,1.84,30.05,77.6,5.112,0.0
2025-03-23 18:00:00,0.0,2.17,27.17,99.93,0.0,0.0
2025-03-23 19:00:00,0.0,2.6,25.41,99.91,0.0,0.0
2025-03-23 20:00:00,0.0,3.01,23.67,99.97,0.0,0.31563542824074065
2025-03-23 21:00:00,0.0,3.23,22.2,99.97,0.0,0.39002623842592593
2025-03-23 22:00:00,0.0,3.33,21.0,99.97,0.0,0.4273846875
2025-03-23 23:00:00,0.0,3.36,20.03,99.98,0.0,0.43903999999999993
2025-03-24 00:00:00,0.0,3.35,19.19,98.41,0.0,0.43513165509259266
2025-03-24 01:00:00,0.0,3.33,18.42,59.02,0.0,0.4273846875
2025-03-24 02:00:00,0.0,3.32,17.71,34.16,0.0,0.4235459259259259
2025-03-24 03:00:00,0.0,3.31,17.04,94.15,0.0,0.4197302199074074
2025-03-24 04:00:00,0.0,3.28,16.41,90.94,0.0,0.40842074074074064
2025-03-24 05:00:00,0.0,3.26,15.83,99.21,0.0,0.40099509259259253
2025-03-24 06:00:00,49.42,3.24,17.46,83.26,3.9536000000000002,0.39366000000000007
2025-03-24 07:00:00,224.7,4.25,21.12,69.6,17.976,0.8884910300925926
2025-03-24 08:00:00,429.88,4.05,25.41,55.64,34.3904,0.7688671874999998
2025-03-24 09:00:00,631.58,4.48,30.46,41.93,50.5264,1.0406874074074077
2025-03-24 10:00:00,794.83,4.04,34.02,28.13,63.586400000000005,0.763185925925926
2025-03-24 11:00:00,911.5,3.3,36.01,14.31,72.92,0.41593749999999996
2025-03-24 12:00:00,964.17,2.68,37.27,0.19,77.1336,0.0
2025-03-24 13:00:00,842.42,2.35,37.92,16.54,67.39359999999999,0.0
2025-03-24 14:00:00,670.45,2.06,37.91,32.48,53.636,0.0
2025-03-24 15:00:00,465.62,1.8,37.31,48.59,37.2496,0.0
2025-03-24 16:00:00,250.27,1.55,36.1,65.0,20.021600000000003,0.0
2025-03-24 17:00:00,67.82,0.99,33.17,81.85,5.425599999999999,0.0
2025-03-24 18:00:00,0.0,1.37,30.49,99.44,0.0,0.0
2025-03-24 19:00:00,0.0,1.94,28.48,99.97,0.0,0.0
2025-03-24 20:00:00,0.0,2.43,26.49,99.42,0.0,0.0
2025-03-24 21:00:00,0.0,2.73,24.81,99.99,0.0,0.0
2025-03-24 22:00:00,0.0,2.89,23.47,99.99,0.0,0.0
2025-03-24 23:00:00,0.0,2.93,22.33,99.43,0.0,0.0
2025-03-25 00:00:00,0.0,2.94,21.27,62.47,0.0,0.0
2025-03-25 01:00:00,0.0,2.92,20.33,99.44,0.0,0.0
2025-03-25 02:00:00,0.0,2.93,19.5,54.97,0.0,0.0
2025-03-25 03:00:00,0.0,2.95,18.8,95.4,0.0,0.0
2025-03-25 04:00:00,0.0,2.92,18.24,94.47,0.0,0.0
2025-03-25 05:00:00,0.0,2.87,17.82,99.96,0.0,0.0
2025-03-25 06:00:00,50.0,2.55,19.43,65.82,4.0,0.0
2025-03-25 07:00:00,246.75,3.22,23.42,33.81,19.740000000000002,0.3864149074074075
2025-03-25 08:00:00,506.55,2.61,27.44,0.5,40.52400000000001,0.0
2025-03-25 09:00:00,710.08,2.0,32.87,0.38,56.80640000000001,0.0
2025-03-25 10:00:00,856.9,1.99,36.23,0.25,68.552,0.0
2025-03-25 11:00:00,951.47,1.95,37.78,0.13,76.11760000000001,0.0
2025-03-25 12:00:00,955.05,2.0,38.6,0.0,76.404,0.0
2025-03-25 13:00:00,885.45,2.21,38.94,0.0,70.836,0.0
2025-03-25 14:00:00,701.58,2.47,38.79,18.85,56.12640000000002,0.0
2025-03-25 15:00:00,482.48,2.79,38.16,37.74,38.598400000000005,0.0
2025-03-25 16:00:00,251.5,2.89,36.97,57.38,20.12,0.0
2025-03-25 17:00:00,65.88,2.11,33.03,77.87,5.2703999999999995,0.0
2025-03-25 18:00:00,0.0,2.24,30.31,99.92,0.0,0.0
2025-03-25 19:00:00,0.0,2.29,29.08,99.99,0.0,0.0
2025-03-25 20:00:00,0.0,2.42,27.64,99.97,0.0,0.0
2025-03-25 21:00:00,0.0,2.44,26.24,99.98,0.0,0.0
2025-03-25 22:00:00,0.0,2.31,25.06,99.42,0.0,0.0
2025-03-25 23:00:00,0.0,2.1,24.1,99.97,0.0,0.0
2025-03-26 00:00:00,0.0,1.87,23.28,99.41,0.0,0.0
2025-03-26 01:00:00,0.0,1.66,22.49,99.98,0.0,0.0
2025-03-26 02:00:00,0.0,1.53,21.8,74.12,0.0,0.0
2025-03-26 03:00:00,0.0,1.4,21.29,99.43,0.0,0.0
2025-03-26 04:00:00,0.0,1.2,20.93,98.34,0.0,0.0
2025-03-26 05:00:00,0.0,0.96,20.63,99.97,0.0,0.0
2025-03-26 06:00:00,50.6,0.7,21.35,86.32,4.048,0.0
2025-03-26 07:00:00,246.23,0.73,24.7,73.39,19.6984,0.0
2025-03-26 08:00:00,469.77,1.38,28.72,61.83,37.5816,0.0
2025-03-26 09:00:00,678.22,3.58,34.55,49.55,54.257600000000004,0.5310499074074074
2025-03-26 10:00:00,834.97,4.45,37.06,37.28,66.7976,1.0199204282407408
2025-03-26 11:00:00,909.85,4.83,38.19,24.96,72.788,1.3041503125
2025-03-26 12:00:00,920.67,5.11,38.85,12.58,73.6536,1.5443614699074075
2025-03-26 13:00:00,856.22,5.21,39.1,0.0,68.4976,1.6368143634259258
2025-03-26 14:00:00,682.5,4.96,38.79,19.43,54.6,1.4123140740740738
2025-03-26 15:00:00,470.58,4.55,38.1,38.65,37.6464,1.0902358217592591
2025-03-26 16:00:00,247.35,3.95,36.92,58.54,19.788,0.713308738425926
2025-03-26 17:00:00,65.68,2.3,33.02,78.81,5.2544,0.0
2025-03-26 18:00:00,0.0,2.25,30.48,99.94,0.0,0.0
2025-03-26 19:00:00,0.0,2.23,29.32,99.99,0.0,0.0
2025-03-26 20:00:00,0.0,2.57,28.03,99.26,0.0,0.0
2025-03-26 21:00:00,0.0,3.17,26.24,99.95,0.0,0.3686922800925926
2025-03-26 22:00:00,0.0,3.7,24.98,99.82,0.0,0.5862615740740741
2025-03-26 23:00:00,0.0,3.87,24.25,99.92,0.0,0.6708403125000001
2025-03-27 00:00:00,0.0,3.99,23.59,99.92,0.0,0.7351990625000002
2025-03-27 01:00:00,0.0,3.92,22.88,81.7,0.0,0.6971792592592592
2025-03-27 02:00:00,0.0,3.55,22.06,98.56,0.0,0.5178110532407407
2025-03-27 03:00:00,0.0,3.27,21.26,99.98,0.0,0.40469656249999997
2025-03-27 04:00:00,0.0,3.17,20.62,99.96,0.0,0.3686922800925926
2025-03-27 05:00:00,0.0,3.15,20.09,99.93,0.0,0.36175781249999994
2025-03-27 06:00:00,48.7,3.65,21.68,74.0,3.8960000000000004,0.5628139467592592
2025-03-27 07:00:00,224.68,4.4,24.65,50.36,17.974400000000003,0.9859259259259262
2025-03-27 08:00:00,459.58,5.45,29.13,26.77,36.7664,1.8735951967592595
2025-03-27 09:00:00,708.15,5.88,32.35,2.51,56.652,2.35298
2025-03-27 10:00:00,853.12,6.24,34.2,3.55,68.2496,2.8121600000000004
2025-03-27 11:00:00,913.85,6.76,35.5,4.59,73.108,3.5754140740740743
2025-03-27 12:00:00,921.7,7.23,36.4,4.08,73.736,4.374225312500001
2025-03-27 13:00:00,852.03,7.6,36.88,10.67,68.16239999999999,5.08074074074074
2025-03-27 14:00:00,725.05,7.65,36.74,0.5,58.004,5.181679687500002
2025-03-27 15:00:00,532.8,7.61,36.13,2.51,42.623999999999995,5.100822696759259
2025-03-27 16:00:00,277.17,7.32,34.93,32.67,22.173600000000004,4.53962
2025-03-27 17:00:00,71.95,5.02,32.05,64.89,5.756,1.464189907407407
2025-03-27 18:00:00,0.0,3.81,27.66,99.91,0.0,0.6401196875000001
2025-03-27 19:00:00,0.0,3.89,26.12,99.99,0.0,0.6812947800925927
2025-03-27 20:00:00,0.0,4.18,24.97,99.99,0.0,0.8453082407407406
2025-03-27 21:00:00,0.0,4.82,24.1,99.97,0.0,1.2960667592592596
2025-03-27 22:00:00,0.0,5.67,23.27,99.98,0.0,2.1097715624999998
2025-03-27 23:00:00,0.0,6.07,22.19,99.97,0.0,2.588524803240741
2025-03-28 00:00:00,0.0,6.24,21.19,99.96,0.0,2.8121600000000004
2025-03-28 01:00:00,0.0,6.5,20.35,62.11,0.0,3.1785300925925926
2025-03-28 02:00:00,0.0,6.53,19.34,95.28,0.0,3.2227439467592593
2025-03-28 03:00:00,0.0,6.5,18.3,99.4,0.0,3.1785300925925926
2025-03-28 04:00:00,0.0,6.12,17.3,98.84,0.0,2.6530200000000006
2025-03-28 05:00:00,0.0,5.36,16.17,99.95,0.0,1.7822992592592595
2025-03-28 06:00:00,67.07,5.61,16.62,63.88,5.3656,2.0435009375000006
2025-03-28 07:00:00,298.75,5.29,19.35,32.69,23.900000000000002,1.7133783449074076
2025-03-28 08:00:00,575.55,4.73,23.47,0.51,46.044000000000004,1.2248126967592596
2025-03-28 09:00:00,791.65,4.23,27.81,0.5,63.331999999999994,0.8760065625000003
2025-03-28 10:00:00,948.92,4.31,31.09,0.53,75.9136,0.9266549884259258
2025-03-28 11:00:00,1036.5,4.52,32.7,0.56,82.92,1.0688125925925922
2025-03-28 12:00:00,1041.55,4.8,33.61,0.59,83.32400000000001,1.2799999999999998
2025-03-28 13:00:00,942.75,5.14,33.93,16.86,75.42,1.5717215740740738
2025-03-28 14:00:00,768.2,5.42,33.53,32.53,61.455999999999996,1.8428250925925926
2025-03-28 15:00:00,537.9,5.62,32.59,48.2,43.032,2.054448240740741
2025-03-28 16:00:00,285.98,5.54,30.96,64.17,22.878400000000003,1.9679567592592593
2025-03-28 17:00:00,75.62,3.64,26.89,80.38,6.049600000000001,0.5582007407407409
2025-03-28 18:00:00,0.0,3.74,22.4,99.97,0.0,0.6054817592592594
2025-03-28 19:00:00,0.0,3.89,21.06,100.0,0.0,0.6812947800925927
2025-03-28 20:00:00,0.0,4.06,20.0,100.0,0.0,0.7745765740740739
2025-03-28 21:00:00,0.0,4.27,19.12,100.0,0.0,0.9010935532407405
2025-03-28 22:00:00,0.0,4.51,18.48,99.98,0.0,1.0617343865740738
2025-03-28 23:00:00,0.0,4.58,17.76,99.91,0.0,1.1119434259259258
2025-03-29 00:00:00,0.0,4.89,18.0,99.91,0.0,1.3533584374999996
2025-03-29 01:00:00,0.0,4.75,17.6,80.55,0.0,1.2404152199074074
2025-03-29 02:00:00,0.0,4.61,16.86,94.02,0.0,1.1339372800925929
2025-03-29 03:00:00,0.0,4.23,15.63,99.78,0.0,0.8760065625000003
2025-03-29 04:00:00,0.0,4.05,14.76,99.71,0.0,0.7688671874999998
2025-03-29 05:00:00,0.0,3.83,13.91,99.44,0.0,0.6502533217592593
2025-03-29 06:00:00,74.25,4.38,15.54,81.83,5.94,0.9725425
2025-03-29 07:00:00,295.02,4.41,18.46,67.13,23.6016,0.9926634375000001
2025-03-29 08:00:00,547.95,4.62,22.55,52.49,43.836000000000006,1.1413325
2025-03-29 09:00:00,769.62,5.37,26.04,27.04,61.56960000000001,1.7922934375
2025-03-29 10:00:00,912.53,5.03,28.35,30.28,73.00240000000001,1.472957488425926
2025-03-29 11:00:00,946.97,4.75,30.31,42.14,75.75760000000001,1.2404152199074074
2025-03-29 12:00:00,954.0,4.71,31.75,35.51,76.32,1.2093415625
2025-03-29 13:00:00,833.15,4.86,32.19,78.5,66.652,1.3286025000000001
2025-03-29 14:00:00,731.3,5.12,31.08,59.33,58.504,1.5534459259259261
2025-03-29 15:00:00,497.67,5.35,30.03,67.57,39.81360000000001,1.7723423032407404
2025-03-29 16:00:00,278.73,5.18,28.83,77.12,22.298400000000004,1.6087017592592592
2025-03-29 17:00:00,85.62,3.55,26.19,86.31,6.8496,0.5178110532407407
2025-03-29 18:00:00,0.0,3.19,23.23,99.51,0.0,0.3757148032407408
2025-03-29 19:00:00,0.0,3.13,22.1,99.42,0.0,0.3549108449074074
2025-03-29 20:00:00,0.0,3.04,21.18,99.36,0.0,0.3251674074074074
2025-03-29 21:00:00,0.0,3.0,20.41,99.13,0.0,0.3125
2025-03-29 22:00:00,0.0,3.07,19.58,99.14,0.0,0.334889386574074
2025-03-29 23:00:00,0.0,3.2,18.74,99.21,0.0,0.3792592592592593
2025-03-30 00:00:00,0.0,3.21,18.66,98.79,0.0,0.38282593749999994
2025-03-30 01:00:00,0.0,3.27,18.72,99.22,0.0,0.40469656249999997
